id_proposta;cpf_hash;data_proposta;cidade;uf;regiao;estado_civil;idade;profissao;canal_origem;tipo_imovel;renda_mensal;valor_imovel;valor_financiado;entrada;ltv;score_credito;atrasos_anteriores;divida_total;comprometimento_renda;possui_fgts;tempo_relacionamento_banco_meses;num_consultas_credito_90d;lead_score_marketing;aprovado_pre_analise;valor_parcela_estimado;prazo_meses;taxa_juros_anual;dias_ate_contato;qtd_interacoes_comercial;contratou;status_final;data_contratacao
PROP_002758;CPF_483020_02758;2025-11-29;Campinas;SP;Sudeste;Solteiro;37;CLT;Correspondente;Terreno;4163.36;464536.95;395844.4;68692.54;0.8521;405;2;7144.69;0.0744;0;70;2;73;0;3920.01;360;11.5;2;4;0;Desistiu;
PROP_002759;CPF_964434_02759;2025-09-05;Rio de Janeiro;RJ;Sudeste;União estável;21;CLT;Orgânico;Terreno;10289.72;429125.75;349607.15;79518.59;0.8147;425;3;0;0.001;1;37;3;44;0;3717.65;360;12.45;4;1;0;Perdido - preço;
PROP_002760;CPF_542006_02760;2025-05-24;São Paulo;SP;Sudeste;Solteiro;36;Servidor público;Indicação;Comercial;24464.41;303667.87;176014.44;127653.44;0.5796;585;1;63022.83;0.1076;0;5;1;86;1;1806.44;360;11.97;4;4;1;Contratado;2025-06-12
PROP_002761;CPF_241185_02761;2025-09-11;Florianópolis;SC;Sul;Solteiro;27;CLT;Agência;Casa;8019.38;1397157.54;1224712.73;172444.82;0.8766;762;0;0;0.0047;1;52;1;65;1;11224.68;240;9.26;9;3;0;Sem retorno;
PROP_002762;CPF_368716_02762;2025-08-06;São José dos Campos;SP;Sudeste;Casado;57;CLT;Orgânico;Apartamento;4537.62;394736.73;284680.65;110056.08;0.7212;509;1;6547.23;0.062;0;7;1;74;0;3486.07;360;14.5;5;1;0;Desistiu;
PROP_002763;CPF_501256_02763;2025-07-13;Goiânia;GO;Centro-Oeste;Solteiro;34;CLT;Agência;Apartamento;6030.89;175327.68;104332.5;70995.18;0.5951;424;0;57850.92;0.4002;1;117;2;31;0;1231.22;300;13.69;7;4;0;Sem retorno;
PROP_002764;CPF_203470_02764;2025-04-29;Rio de Janeiro;RJ;Sudeste;Divorciado;52;CLT;Indicação;Casa;2191.58;246993.9;201607.35;45386.54;0.8162;656;0;4939.57;0.0967;0;53;3;65;1;1950.49;420;11.39;8;2;0;Perdido - crédito;
PROP_002765;CPF_487558_02765;2025-02-01;Goiânia;GO;Centro-Oeste;União estável;38;CLT;Correspondente;Apartamento;7311.35;296459.14;243916.91;52542.23;0.8228;680;3;11481.18;0.0664;1;61;3;66;1;2548.71;420;12.37;0;6;0;Perdido - preço;
PROP_002766;CPF_200139_02766;2025-06-02;Santos;SP;Sudeste;Casado;42;CLT;Campanha digital;Apartamento;7667.05;502167.94;406189.73;95978.22;0.8089;460;0;325.67;0.0034;1;32;3;49;0;4407.7;300;12.43;1;8;0;Desistiu;
PROP_002767;CPF_138893_02767;2025-03-31;Guarulhos;SP;Sudeste;União estável;38;CLT;Campanha digital;Casa;8864.71;513831.84;343406.97;170424.87;0.6683;595;0;0;0.0012;1;27;0;35;1;3733.43;240;11.8;1;8;0;Perdido - crédito;
PROP_002768;CPF_972845_02768;2025-08-27;Florianópolis;SC;Sul;Solteiro;33;CLT;Campanha digital;Apartamento;5916.71;200823.72;157213.36;43610.35;0.7828;432;6;0;0.0008;1;44;1;33;0;1762.47;360;13.19;0;4;0;Perdido - crédito;
PROP_002769;CPF_672794_02769;2025-08-06;Goiânia;GO;Centro-Oeste;Solteiro;42;CLT;Campanha digital;Apartamento;3923.85;403349.2;309502.02;93847.17;0.7673;698;0;4271.05;0.0478;0;1;1;40;1;3311.29;240;11.55;0;6;0;Desistiu;
PROP_002770;CPF_481359_02770;2025-11-13;Brasília;DF;Centro-Oeste;Solteiro;37;CLT;Correspondente;Comercial;2881.77;576118.51;381061.78;195056.73;0.6614;464;0;20423.8;0.2993;0;19;3;35;0;4802.37;240;14.23;3;4;0;Perdido - crédito;
PROP_002771;CPF_762849_02771;2025-05-19;Fortaleza;CE;Nordeste;Casado;38;Aposentado;Campanha digital;Comercial;4801.48;644910.0;488108.24;156801.76;0.7569;441;2;864.34;0.0106;0;160;0;93;0;5928.0;300;14.14;1;2;0;Em análise;
PROP_002772;CPF_720096_02772;2025-06-20;Florianópolis;SC;Sul;Solteiro;42;Servidor público;Orgânico;Casa;4079.75;121362.65;93974.84;27387.82;0.7743;529;4;11163.07;0.1147;0;5;3;47;0;1065.7;240;12.47;6;7;0;Desistiu;
PROP_002773;CPF_526687_02773;2025-07-31;Manaus;AM;Norte;Casado;28;Autônomo;Indicação;Apartamento;18834.04;729940.5;549639.78;180300.71;0.753;496;3;40110.99;0.0896;0;109;0;73;0;5159.31;240;9.6;1;3;0;Perdido - crédito;
PROP_002774;CPF_606006_02774;2025-04-25;São José dos Campos;SP;Sudeste;Solteiro;45;CLT;Correspondente;Apartamento;3726.65;592396.65;345121.6;247275.04;0.5826;567;1;12083.22;0.1379;1;10;0;71;1;3041.07;240;8.71;0;9;0;Sem retorno;
PROP_002775;CPF_441687_02775;2025-05-24;Guarulhos;SP;Sudeste;Solteiro;35;CLT;Agência;Terreno;3206.43;427596.71;249407.63;178189.07;0.5833;629;0;599.57;0.0102;1;5;3;49;1;2343.19;360;10.83;10;2;0;Perdido - preço;
PROP_002776;CPF_573122_02776;2025-03-18;Brasília;DF;Centro-Oeste;Solteiro;50;CLT;Orgânico;Casa;11491.71;574269.59;474978.51;99291.07;0.8271;718;0;20228.22;0.0746;1;23;2;34;1;4771.06;420;11.86;6;2;0;Perdido - preço;
PROP_002777;CPF_815377_02777;2025-05-26;Belém;PA;Norte;Casado;46;CLT;Indicação;Apartamento;5536.33;131638.52;85200.27;46438.25;0.6472;551;0;0;0.0005;1;115;2;78;0;813.19;240;9.84;8;7;0;Perdido - preço;
PROP_002778;CPF_645612_02778;2025-09-03;Goiânia;GO;Centro-Oeste;Solteiro;60;Empresário;Agência;Casa;4072.75;225630.7;148851.62;76779.08;0.6597;504;1;17789.89;0.1831;0;18;1;30;0;1626.84;360;12.83;0;2;0;Sem retorno;
PROP_002779;CPF_672840_02779;2025-03-09;São José dos Campos;SP;Sudeste;União estável;54;CLT;Orgânico;Apartamento;2284.35;274818.46;234388.0;40430.46;0.8529;581;0;5854.28;0.1099;1;27;3;51;1;2282.03;300;10.91;0;1;0;Perdido - preço;
PROP_002780;CPF_567591_02780;2025-02-24;Manaus;AM;Norte;Casado;46;CLT;Indicação;Casa;7121.93;564002.57;474918.33;89084.23;0.842;612;0;259.87;0.0036;1;16;0;57;1;4883.24;420;12.16;0;3;0;Desistiu;
PROP_002781;CPF_855853_02781;2025-09-22;Belo Horizonte;MG;Sudeste;Divorciado;26;CLT;Correspondente;Apartamento;2648.51;380119.27;252665.31;127453.96;0.6647;533;1;22492.48;0.3568;0;9;3;49;0;2298.61;420;10.65;1;2;0;Em análise;
PROP_002782;CPF_377320_02782;2025-02-06;Goiânia;GO;Centro-Oeste;Solteiro;40;Autônomo;Indicação;Apartamento;4227.33;339800.48;298407.01;41393.47;0.8782;588;4;0;0.0022;0;41;6;63;1;3120.84;240;11.2;0;2;0;Sem retorno;
PROP_002783;CPF_602690_02783;2025-08-24;São José dos Campos;SP;Sudeste;Casado;47;Autônomo;Correspondente;Apartamento;3097.31;287705.08;182788.69;104916.39;0.6353;291;10;10772.73;0.1467;1;5;1;77;0;1598.7;360;9.96;13;4;0;Perdido - crédito;
PROP_002784;CPF_927069_02784;2025-12-11;Fortaleza;CE;Nordeste;Divorciado;49;CLT;Campanha digital;Comercial;7344.38;421603.66;271006.66;150596.99;0.6428;397;0;5478.64;0.0322;1;14;2;11;0;2937.68;420;12.86;2;3;0;Desistiu;
PROP_002785;CPF_728520_02785;2025-02-10;Rio de Janeiro;RJ;Sudeste;Solteiro;31;Autônomo;Agência;Casa;8624.17;372651.19;322092.53;50558.66;0.8643;649;0;0;0.0011;0;14;3;23;1;2663.43;420;9.57;0;5;0;Desistiu;
PROP_002786;CPF_966983_02786;2025-06-28;Florianópolis;SC;Sul;Casado;37;CLT;Orgânico;Apartamento;4646.01;396057.51;266066.71;129990.8;0.6718;621;0;7781.21;0.0715;0;41;1;31;1;2710.32;300;11.53;2;5;0;Sem retorno;
PROP_002787;CPF_770225_02787;2025-09-25;Curitiba;PR;Sul;Casado;53;CLT;Correspondente;Apartamento;8735.29;150873.13;119816.95;31056.19;0.7942;437;5;50571.73;0.2416;1;22;3;78;0;1010.82;420;9.79;8;9;0;Perdido - crédito;
PROP_002788;CPF_540142_02788;2025-05-18;Florianópolis;SC;Sul;Solteiro;36;CLT;Indicação;Apartamento;3940.56;433749.34;337155.6;96593.74;0.7773;570;5;0;0.0026;1;21;5;39;1;3363.83;240;10.49;6;2;0;Perdido - crédito;
PROP_002789;CPF_716948_02789;2025-09-14;Salvador;BA;Nordeste;Solteiro;38;Empresário;Correspondente;Apartamento;5140.52;363796.19;283245.5;80550.69;0.7786;622;0;0;0.0017;0;85;3;64;1;3103.18;300;12.57;11;5;0;Perdido - crédito;
PROP_002790;CPF_430429_02790;2025-03-13;Salvador;BA;Nordeste;Solteiro;35;Servidor público;Agência;Apartamento;14489.92;377143.06;232797.96;144345.1;0.6173;532;0;56362.96;0.1626;0;78;2;63;0;2419.71;360;12.14;1;2;0;Perdido - preço;
PROP_002791;CPF_432224_02791;2025-01-28;Belo Horizonte;MG;Sudeste;Solteiro;37;Autônomo;Agência;Casa;7368.9;410003.41;273168.71;136834.7;0.6663;590;0;4121.18;0.0244;0;14;3;98;1;2397.25;360;10.0;18;1;0;Perdido - crédito;
PROP_002792;CPF_303551_02792;2025-08-05;Belém;PA;Norte;União estável;42;Empresário;Correspondente;Casa;19956.22;321394.67;203521.05;117873.62;0.6332;746;0;134781.64;0.2817;0;66;3;42;1;2059.33;240;10.7;2;5;1;Contratado;2025-09-04
PROP_002793;CPF_286833_02793;2025-05-30;Belém;PA;Norte;União estável;48;Servidor público;Orgânico;Casa;5076.6;275786.93;168046.69;107740.24;0.6093;549;1;1729.21;0.0152;0;97;3;52;0;1631.07;420;11.43;2;4;0;Sem retorno;
PROP_002794;CPF_675306_02794;2025-03-30;Rio de Janeiro;RJ;Sudeste;Casado;42;Empresário;Correspondente;Terreno;9519.5;457337.56;314839.75;142497.82;0.6884;704;0;64751.64;0.2844;0;39;1;42;1;3357.54;240;11.5;1;0;0;Sem retorno;
PROP_002795;CPF_995642_02795;2025-03-07;Interior MG;MG;Sudeste;Casado;36;CLT;Indicação;Apartamento;15159.7;202450.48;136786.03;65664.45;0.6757;515;0;58090.18;0.1599;0;47;0;75;0;1713.89;240;14.13;6;1;0;Perdido - crédito;
PROP_002796;CPF_905873_02796;2025-06-06;Recife;PE;Nordeste;Casado;54;CLT;Indicação;Casa;6415.04;217875.19;128100.98;89774.21;0.588;417;0;10613.75;0.0695;0;87;1;65;0;1062.2;420;9.6;1;5;0;Em análise;
PROP_002797;CPF_213090_02797;2025-05-20;Guarulhos;SP;Sudeste;União estável;21;CLT;Agência;Casa;4757.25;532988.09;366706.33;166281.76;0.688;606;0;12914.82;0.1155;1;15;1;37;1;3815.09;240;11.12;5;2;0;Perdido - crédito;
PROP_002798;CPF_567301_02798;2025-05-31;Interior BA;BA;Nordeste;Solteiro;43;Autônomo;Campanha digital;Comercial;4251.63;228676.31;190255.66;38420.65;0.832;752;1;4310.53;0.0436;0;9;3;43;1;2197.5;300;13.36;0;1;0;Sem retorno;
PROP_002799;CPF_764578_02799;2025-05-22;Belo Horizonte;MG;Sudeste;Casado;56;Servidor público;Campanha digital;Terreno;15335.67;173040.85;101057.85;71983.01;0.584;717;0;65327.21;0.1777;0;14;2;65;1;971.36;420;11.31;0;3;0;Perdido - crédito;
PROP_002800;CPF_329936_02800;2025-01-22;Campinas;SP;Sudeste;Casado;39;Autônomo;Orgânico;Casa;21259.1;206636.66;129022.07;77614.59;0.6244;683;0;76699.82;0.1505;0;127;1;72;1;1252.45;300;10.87;0;2;1;Contratado;2025-02-17
PROP_002801;CPF_530392_02801;2025-02-04;São José dos Campos;SP;Sudeste;Casado;21;CLT;Indicação;Terreno;5347.72;299000.29;216408.65;82591.64;0.7238;646;3;16441.28;0.1293;1;50;1;64;1;2567.02;300;13.77;2;3;0;Perdido - preço;
PROP_002802;CPF_700442_02802;2025-09-15;Belo Horizonte;MG;Sudeste;Casado;35;CLT;Correspondente;Apartamento;3118.44;229188.94;187038.89;42150.04;0.8161;566;2;0;0.0018;0;164;2;65;1;1704.55;240;9.18;9;6;0;Desistiu;
PROP_002803;CPF_521665_02803;2025-04-10;Interior BA;BA;Nordeste;Casado;58;Aposentado;Correspondente;Casa;3461.19;223471.66;160640.09;62831.57;0.7188;442;1;1243.33;0.0164;1;52;1;60;0;1476.37;420;10.77;8;2;0;Sem retorno;
PROP_002804;CPF_220726_02804;2025-01-28;Campinas;SP;Sudeste;Divorciado;29;Empresário;Indicação;Terreno;9654.43;280755.03;236894.01;43861.02;0.8438;524;0;14120.05;0.0617;0;67;4;54;0;2548.97;420;12.76;1;5;0;Perdido - preço;
PROP_002805;CPF_247115_02805;2025-07-10;Porto Alegre;RS;Sul;União estável;24;CLT;Campanha digital;Comercial;25078.31;311613.12;241130.71;70482.41;0.7738;691;0;104619.53;0.1741;0;143;1;56;1;2920.03;240;13.55;13;3;0;Em análise;
PROP_002806;CPF_317603_02806;2025-05-26;Interior MG;MG;Sudeste;Casado;47;CLT;Campanha digital;Apartamento;10444.32;232978.49;201505.08;31473.41;0.8649;706;1;92391.11;0.3692;0;89;5;9;1;1845.69;420;10.73;3;2;0;Sem retorno;
PROP_002807;CPF_326904_02807;2025-12-24;Guarulhos;SP;Sudeste;Casado;53;Empresário;Campanha digital;Apartamento;6292.71;335626.39;256257.17;79369.22;0.7635;424;4;17586.49;0.1177;0;33;0;52;0;3240.73;240;14.29;0;3;0;Em análise;
PROP_002808;CPF_453378_02808;2025-06-03;Belo Horizonte;MG;Sudeste;Solteiro;50;CLT;Orgânico;Apartamento;2066.75;195108.06;129216.33;65891.73;0.6623;441;1;1315.0;0.0284;1;27;1;25;0;1323.52;420;12.11;12;3;0;Desistiu;
PROP_002809;CPF_764012_02809;2025-05-22;Rio de Janeiro;RJ;Sudeste;Casado;25;CLT;Orgânico;Apartamento;7832.37;398911.55;276902.31;122009.24;0.6941;423;0;44274.83;0.2366;1;22;5;72;0;2603.1;420;11.04;3;3;0;Desistiu;
PROP_002810;CPF_649593_02810;2025-09-20;Guarulhos;SP;Sudeste;Solteiro;33;CLT;Indicação;Casa;3395.97;653530.88;482235.73;171295.15;0.7379;643;0;0;0.0043;1;108;1;66;1;5436.22;420;13.4;1;1;0;Perdido - crédito;
PROP_002811;CPF_469294_02811;2025-03-24;São Paulo;SP;Sudeste;Solteiro;55;CLT;Correspondente;Casa;6931.97;403704.25;327769.71;75934.54;0.8119;558;0;3791.14;0.0242;1;39;1;69;0;3495.6;360;12.49;9;6;0;Desistiu;
PROP_002812;CPF_860143_02812;2025-11-24;Brasília;DF;Centro-Oeste;Casado;36;Empresário;Indicação;Apartamento;13910.11;719373.02;548753.0;170620.01;0.7628;644;0;25594.95;0.0779;0;5;1;62;1;4844.11;360;10.07;0;3;0;Desistiu;
PROP_002813;CPF_628377_02813;2025-03-16;Campinas;SP;Sudeste;Casado;49;CLT;Agência;Apartamento;4720.76;326030.09;253625.03;72405.06;0.7779;601;0;8089.37;0.073;1;16;1;47;1;1994.09;420;9.03;1;3;0;Em análise;
PROP_002814;CPF_320449_02814;2025-04-18;Porto Alegre;RS;Sul;Solteiro;35;CLT;Orgânico;Apartamento;2293.44;434714.17;262298.81;172415.36;0.6034;652;0;15436.9;0.2839;1;77;4;61;1;2973.48;360;13.35;6;5;0;Desistiu;
PROP_002815;CPF_818704_02815;2025-05-30;Santos;SP;Sudeste;Solteiro;39;Servidor público;Agência;Terreno;10937.56;334653.75;215248.94;119404.82;0.6432;833;1;24216.84;0.0929;0;14;1;35;1;1815.92;420;9.79;3;6;0;Sem retorno;
PROP_002816;CPF_889569_02816;2025-12-13;Belém;PA;Norte;Divorciado;46;CLT;Indicação;Apartamento;5836.48;218972.45;133497.58;85474.88;0.6097;749;0;6329.57;0.0459;0;68;4;61;1;1482.97;240;12.14;3;5;0;Em análise;
PROP_002817;CPF_610337_02817;2025-01-02;Salvador;BA;Nordeste;Solteiro;38;CLT;Indicação;Comercial;4619.3;213662.2;190281.54;23380.66;0.8906;521;3;11131.03;0.1017;1;22;10;55;0;1726.41;300;9.98;1;7;0;Perdido - crédito;
PROP_002818;CPF_741945_02818;2025-12-28;São José dos Campos;SP;Sudeste;Solteiro;46;CLT;Agência;Terreno;3812.79;228322.07;134588.14;93733.93;0.5895;538;0;9434.81;0.1042;0;35;2;64;0;1655.22;300;14.34;2;4;0;Desistiu;
PROP_002819;CPF_436300_02819;2025-10-13;Interior BA;BA;Nordeste;Divorciado;31;CLT;Campanha digital;Apartamento;4826.62;133551.13;99476.13;34075.01;0.7449;756;0;26098.51;0.2259;1;146;2;40;1;824.86;360;9.34;0;2;0;Sem retorno;
PROP_002820;CPF_788466_02820;2025-03-27;Campinas;SP;Sudeste;União estável;22;CLT;Orgânico;Casa;13081.19;176807.64;115497.32;61310.32;0.6532;666;0;21086.16;0.0674;1;88;1;35;1;1063.8;240;9.33;1;4;0;Desistiu;
PROP_002821;CPF_183229_02821;2025-03-14;Manaus;AM;Norte;Casado;33;Autônomo;Orgânico;Comercial;5442.41;266045.21;191697.09;74348.12;0.7205;584;0;0;0.0011;0;178;0;37;1;1570.1;360;9.2;7;3;0;Perdido - preço;
PROP_002822;CPF_681608_02822;2025-07-04;Interior BA;BA;Nordeste;Solteiro;35;CLT;Agência;Apartamento;8381.85;241971.33;166669.57;75301.76;0.6888;854;0;0;0.0006;1;15;1;27;1;1559.02;240;9.55;3;3;0;Em análise;
PROP_002823;CPF_755360_02823;2025-12-14;Fortaleza;CE;Nordeste;Solteiro;36;Servidor público;Campanha digital;Casa;5253.05;624489.4;438286.66;186202.74;0.7018;625;4;56893.95;0.4538;0;34;2;62;1;4834.63;360;12.96;0;6;0;Desistiu;
PROP_002824;CPF_526491_02824;2025-12-10;Fortaleza;CE;Nordeste;Solteiro;37;CLT;Correspondente;Apartamento;15387.08;446545.41;335423.28;111122.12;0.7512;626;1;359383.2;0.9738;0;9;0;92;0;3851.15;240;12.67;5;3;0;Perdido - crédito;
PROP_002825;CPF_858499_02825;2025-05-17;Manaus;AM;Norte;Casado;52;CLT;Correspondente;Apartamento;12980.7;199585.24;145397.78;54187.47;0.7285;648;0;18426.5;0.0595;1;3;0;44;1;1289.03;420;10.35;2;1;0;Em análise;
PROP_002826;CPF_290640_02826;2025-03-07;Recife;PE;Nordeste;Casado;37;Empresário;Correspondente;Casa;7591.93;536353.62;320382.21;215971.41;0.5973;593;2;11456.73;0.0642;1;83;1;75;1;3575.61;420;13.26;1;5;0;Desistiu;
PROP_002827;CPF_970279_02827;2025-01-05;Recife;PE;Nordeste;Casado;45;Autônomo;Campanha digital;Casa;8103.06;446661.95;384615.06;62046.89;0.8611;395;3;1712.89;0.0103;0;111;5;17;0;4448.23;300;13.38;2;1;0;Desistiu;
PROP_002828;CPF_536269_02828;2025-11-03;Curitiba;PR;Sul;Solteiro;22;Empresário;Correspondente;Apartamento;13412.12;357510.72;253441.02;104069.69;0.7089;439;2;9033.41;0.0286;0;51;2;40;0;2769.93;360;12.83;3;6;0;Perdido - preço;
PROP_002829;CPF_219713_02829;2025-01-15;Florianópolis;SC;Sul;União estável;59;Autônomo;Orgânico;Apartamento;7481.33;151492.01;123381.52;28110.49;0.8144;672;0;12250.7;0.0687;0;152;2;76;1;1192.71;420;11.38;6;0;1;Contratado;2025-02-15
PROP_002830;CPF_937590_02830;2025-11-06;Brasília;DF;Centro-Oeste;Solteiro;38;Autônomo;Indicação;Apartamento;4521.52;438452.12;311175.48;127276.64;0.7097;541;1;0;0.0021;0;26;4;72;0;3701.2;420;14.17;10;3;0;Em análise;
PROP_002831;CPF_449077_02831;2025-10-18;Salvador;BA;Nordeste;Casado;38;Autônomo;Indicação;Casa;21064.63;480512.83;263260.66;217252.17;0.5479;662;0;20311.75;0.0406;0;162;1;65;1;2869.04;360;12.79;5;2;0;Perdido - crédito;
PROP_002832;CPF_513495_02832;2025-07-06;Manaus;AM;Norte;Divorciado;43;Servidor público;Campanha digital;Casa;5556.35;407591.4;273577.72;134013.69;0.6712;742;0;1242.73;0.0108;0;6;4;51;1;3019.9;360;12.97;1;1;1;Contratado;2025-08-14
PROP_002833;CPF_966254_02833;2025-08-16;Manaus;AM;Norte;União estável;30;Servidor público;Indicação;Apartamento;49943.71;372932.82;217494.89;155437.94;0.5832;767;2;48167.76;0.0403;1;18;5;65;1;2438.27;360;13.19;1;4;0;Sem retorno;
PROP_002834;CPF_466358_02834;2025-03-08;Florianópolis;SC;Sul;Casado;47;Aposentado;Correspondente;Casa;2256.95;772686.36;571961.65;200724.71;0.7402;351;2;9003.43;0.174;0;17;0;80;0;6885.81;360;14.24;2;2;0;Sem retorno;
PROP_002835;CPF_802468_02835;2025-11-06;Rio de Janeiro;RJ;Sudeste;União estável;51;CLT;Orgânico;Casa;16367.8;164263.29;82351.18;81912.11;0.5013;686;1;5858.95;0.0151;1;4;5;30;1;925.2;240;12.32;0;5;0;Perdido - crédito;
PROP_002836;CPF_826011_02836;2025-02-01;Interior BA;BA;Nordeste;Casado;36;Aposentado;Campanha digital;Apartamento;15254.21;251911.74;158578.97;93332.77;0.6295;598;0;4145.03;0.0116;0;26;1;56;1;1447.58;420;10.69;5;3;0;Perdido - crédito;
PROP_002837;CPF_442451_02837;2025-04-30;São José dos Campos;SP;Sudeste;União estável;51;Autônomo;Correspondente;Comercial;5533.23;302316.24;185586.91;116729.33;0.6139;479;0;13989.64;0.1064;0;12;0;86;0;2348.36;240;14.3;0;5;0;Perdido - preço;
PROP_002838;CPF_867052_02838;2025-06-20;Fortaleza;CE;Nordeste;Solteiro;55;Empresário;Agência;Apartamento;11280.24;357635.7;241237.71;116397.99;0.6745;443;4;6337.87;0.0241;0;10;1;51;0;2748.58;420;13.55;0;6;0;Perdido - crédito;
PROP_002839;CPF_857948_02839;2025-04-03;Recife;PE;Nordeste;Solteiro;27;Empresário;Campanha digital;Apartamento;4247.03;421236.17;346204.99;75031.18;0.8219;595;0;8316.59;0.0841;0;46;3;35;1;4025.01;300;13.46;2;3;0;Em análise;
PROP_002840;CPF_217409_02840;2025-02-06;São José dos Campos;SP;Sudeste;Casado;24;CLT;Agência;Apartamento;35394.78;758135.06;420996.14;337138.91;0.5553;879;0;36748.57;0.0436;1;119;2;54;1;4275.41;360;11.83;0;1;1;Contratado;2025-02-12
PROP_002841;CPF_986043_02841;2025-04-30;Fortaleza;CE;Nordeste;Solteiro;32;Autônomo;Indicação;Apartamento;9426.79;218622.29;184182.76;34439.53;0.8425;618;0;5927.14;0.0268;0;14;2;85;1;2040.31;360;13.02;1;3;0;Em análise;
PROP_002842;CPF_598007_02842;2025-04-29;Curitiba;PR;Sul;União estável;35;CLT;Correspondente;Comercial;3772.06;250449.55;163360.18;87089.37;0.6523;503;8;3464.47;0.0396;0;32;0;40;0;1831.05;420;13.32;3;2;0;Em análise;
PROP_002843;CPF_223355_02843;2025-01-03;Interior SP;SP;Sudeste;Casado;44;Autônomo;Agência;Apartamento;15305.83;375964.35;269294.7;106669.65;0.7163;526;1;17125.34;0.0472;0;18;6;23;0;3340.92;240;13.96;0;2;0;Sem retorno;
PROP_002844;CPF_136400_02844;2025-09-28;Santos;SP;Sudeste;Casado;34;Autônomo;Indicação;Apartamento;10178.85;737991.22;614526.05;123465.17;0.8327;682;0;23610.07;0.0985;0;94;2;85;1;5869.37;240;9.85;0;5;0;Perdido - preço;
PROP_002845;CPF_179112_02845;2025-04-06;Interior MG;MG;Sudeste;Casado;44;CLT;Campanha digital;Casa;5706.69;168431.31;125640.67;42790.64;0.7459;552;0;11766.89;0.0866;1;58;0;42;0;1335.06;360;12.44;7;5;0;Em análise;
PROP_002846;CPF_686068_02846;2025-02-19;Manaus;AM;Norte;Divorciado;61;CLT;Correspondente;Terreno;9143.67;247439.58;167244.11;80195.47;0.6759;682;0;0;0.0006;0;71;5;60;1;1703.74;420;12.04;0;7;0;Perdido - crédito;
PROP_002847;CPF_592019_02847;2025-09-22;Rio de Janeiro;RJ;Sudeste;Solteiro;49;CLT;Agência;Apartamento;10605.18;785287.62;493539.53;291748.1;0.6285;428;1;0;0.0014;1;73;2;3;0;4625.66;360;10.8;1;0;0;Em análise;
PROP_002848;CPF_751568_02848;2025-12-09;Manaus;AM;Norte;Casado;31;Autônomo;Orgânico;Apartamento;17195.52;368325.31;254138.39;114186.91;0.69;554;0;59439.39;0.1445;0;5;1;12;0;1969.66;420;8.88;2;1;0;Perdido - preço;
PROP_002849;CPF_272307_02849;2025-03-11;Goiânia;GO;Centro-Oeste;Casado;42;CLT;Indicação;Apartamento;7123.27;250051.91;191075.5;58976.41;0.7641;676;0;19086.1;0.1125;1;30;4;92;1;1866.76;240;10.18;5;0;0;Desistiu;
PROP_002850;CPF_646665_02850;2025-04-10;São José dos Campos;SP;Sudeste;Casado;24;CLT;Indicação;Apartamento;3472.74;188053.68;116416.28;71637.41;0.6191;550;0;6281.1;0.0764;1;7;4;53;0;1181.1;240;10.74;1;3;0;Em análise;
PROP_002851;CPF_299849_02851;2025-07-07;Interior MG;MG;Sudeste;União estável;25;Servidor público;Indicação;Apartamento;2941.67;233186.82;162708.18;70478.63;0.6978;488;0;7874.74;0.1132;0;33;0;54;0;1962.16;240;13.48;14;3;0;Sem retorno;
PROP_002852;CPF_685235_02852;2025-09-05;Campinas;SP;Sudeste;Solteiro;39;CLT;Orgânico;Casa;6542.46;302462.02;202089.95;100372.08;0.6681;612;0;32182.61;0.2059;0;7;3;23;1;2482.27;240;13.79;0;1;0;Em análise;
PROP_002853;CPF_252431_02853;2025-11-24;Curitiba;PR;Sul;Casado;37;CLT;Orgânico;Apartamento;7451.06;601995.34;358254.24;243741.1;0.5951;740;1;15047.61;0.0856;0;29;3;60;1;3323.04;240;9.43;1;0;0;Perdido - preço;
PROP_002854;CPF_637853_02854;2025-08-11;Porto Alegre;RS;Sul;Divorciado;46;Autônomo;Orgânico;Apartamento;6226.77;292528.99;179370.8;113158.19;0.6132;651;0;100836.51;0.6756;0;22;0;43;0;1499.58;420;9.69;4;0;0;Perdido - crédito;
PROP_002855;CPF_337313_02855;2025-05-15;Belo Horizonte;MG;Sudeste;Solteiro;32;CLT;Indicação;Casa;6827.46;656622.42;401700.0;254922.43;0.6118;711;0;5864.13;0.0376;1;56;1;84;1;3640.07;240;9.1;2;3;1;Contratado;2025-06-15
PROP_002856;CPF_611158_02856;2025-08-20;Florianópolis;SC;Sul;Solteiro;52;CLT;Campanha digital;Comercial;3530.37;444109.04;271796.8;172312.24;0.612;523;2;497.13;0.0082;0;30;8;64;0;3140.57;420;13.75;0;7;0;Perdido - preço;
PROP_002857;CPF_268976_02857;2025-12-22;Rio de Janeiro;RJ;Sudeste;Solteiro;43;CLT;Campanha digital;Terreno;5199.17;825650.89;670408.87;155242.02;0.812;537;0;28731.33;0.2342;1;95;2;65;0;6411.95;240;9.87;10;2;0;Perdido - preço;
PROP_002858;CPF_291094_02858;2025-05-12;Recife;PE;Nordeste;Solteiro;51;CLT;Indicação;Casa;9479.85;237999.09;167111.7;70887.39;0.7022;770;0;56759.62;0.25;1;9;0;67;1;1340.22;420;9.24;15;2;0;Em análise;
